test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
3613358245,193863068,"Verizon/lt03ltevzw/lt03ltevzw:5.1.1/LMY47X/P605VVRSDPL1:user/release-keys","2018-02-01 00:00:00","171.253.198.xxx",6273,4814,30,"Ho Chi Minh City","Vietnam","VN",10.7500,106.6667,"Viettel Networks","Vietnam","VN","Ba Ria - Vung Tau","43","Vũng Tàu","10.35597","107.07875",39.0887,"Viettel Group","1","VIETTEL","452","4",17,17,"Verizon","lt03ltevzw","qcom","LMY47X","samsung","SM-P605V","lt03ltevzw","","236806980",1,"tp. Vũng Tàu, Bà Rịa - Vũng Tàu, Vietnam","tp. Vũng Tàu","locality","Vietnam","VN","Ba Ria - Vung Tau","","",""
3613358247,194431200,"Android/osborn/osborn:7.1.1/NMF26X/1516622809:user/dev-keys","2018-02-01 00:00:00","36.23.122.xxx",60795,41462,24,"Hangzhou","China","CN",30.2500,120.1667,"China Telecom ZheJiang Branch","China","CN","Zhejiang","ZJ","Shaoxing","30.01100","120.57150",29.3216,"China Telecom Zhejiang","1","CMCC","460","0",15,15,"SMARTISAN","osborn","qcom","NMF26X","smartisan","OS105","osborn","","",2,"Shaoxing, Zhejiang, China","Shaoxing","locality","China","CN","Zhejiang","","","312000"
3613358248,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-02-01 00:00:00","79.146.140.xxx",41987,34651,119,"Boston, MA","United States","US",42.3578,-71.0617,"Comcast","Spain","ES","Community of Madrid","MD","Pozuelo de Alarcón","40.43290","-3.81340",3397.54,"Telefonica de Espana","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Pozuelo de Alarcón, Madrid, Spain","Pozuelo de Alarcón","locality","Spain","ES","Community of Madrid","Madrid","Área Metropolitalitana y Corredor del Henares, Pozuelo de Alarcón","28223"
3613358250,194508578,"HUAWEI/MHA-L29/HWMHA:7.0/HUAWEIMHA-L29/C432B156:user/release-keys","2018-02-01 00:00:00","193.14.221.xxx",37111,26469,13,"Zagreb","Croatia","HR",45.8167,15.9833,"Terrakom [net + tel + tv]","Croatia","HR","City of Zagreb","21","Zagreb","45.80466","15.96601",1.17831,"NetCom GSM as","1","HT HR","219","1",15,15,"HUAWEI","HWMHA","hi3660","HUAWEIMHA-L29","HUAWEI","MHA-L29","MHA-L29","","2948785",1,"Zagreb, Croatia","Zagreb","locality","Croatia","HR","City of Zagreb","","","10000"
3613358251,48266279,"Huawei/U9202L/hwU9202L:4.0.4/HuaweiU9202L/C00B888:user/ota-rel-keys,release-keys","2018-02-01 00:00:00","112.224.65.xxx",93657,43995,38,"Jinan","China","CN",36.6667,116.9833,"JINAN Wo China company","China","CN","Shandong","SD","Weifang","36.72161","119.15984",120.775,"China Unicom Shandong","1","中国联通","460","1",15,15,"Huawei","hwU9202L","huawei","HuaweiU9202L","HUAWEI","U9202L-1","U9202L","","60011791",1,"Weifang, Shandong, China","Weifang","locality","China","CN","Shandong","","","261061"
3613358254,137989626,"vivo/Y51/Y51:5.1.1/LMY47V/compiler09201133:user/release-keys","2018-02-01 00:00:00","157.48.228.xxx",10955,7093,44,"Hyderabad","India","IN",17.3850,78.4867,"ZOOMBROADBAND","India","IN","Telangana","TG","Hyderabad","17.43294","78.43979",4.53686,"Jio","1","Jio 4G","405","854",15,15,"vivo","Y51L","qcom","LMY47V","vivo","vivo Y51L","Y51L","","4411666",1,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","500045"
3613358255,150889346,"samsung/serranoltexx/serranolte:4.4.2/KOT49H/I9195XXUCOB1:user/release-keys","2018-02-01 00:00:00","213.143.46.xxx",11699,4395,59,"Casas-Ibáñez, Albacete","Spain","ES",39.2867,-1.4713,"Fibratown, S.L.","Spain","ES","Castile-La Mancha","CM","Balazote","38.82789","-2.17056",49.1712,"Orange Espana","1","Orange","214","3",17,17,"samsung","serranolte","qcom","KOT49H","samsung","GT-I9195","serranoltexx","","8821036",1,"02326 Cuevas del Molino de las Dos Piedras, Albacete, Spain","Cuevas del Molino de las Dos Piedras","locality","Spain","ES","Castile-La Mancha","Albacete","Sierras de Segura y Alcaraz, San Pedro","02326"
3613358259,154354680,"OPPO/A1601/A1601:6.0/MRA58K/1487939108:user/release-keys","2018-02-01 00:00:00","188.166.245.xxx",9867,25049,296,"Amsterdam","Netherlands","NL",52.3667,4.9000,"SoftLayer Technologies, Inc.","Netherlands","NL","North Holland","NH","Amsterdam","52.35000","4.91670",1.35357,"DigitalOcean","0","GLOBE","515","2",15,15,"OPPO","A1601","mt6755","MRA58K","OPPO","A1601","A1601","","85957990",2,"Amsterdam, Netherlands","Amsterdam","locality","Netherlands","NL","North Holland","Government of Amsterdam","","1097"
3613358264,181613511,"samsung/dreamltexx/dreamlte:7.0/NRD90M/G950FXXU1AQL5:user/release-keys","2018-02-01 00:00:00","61.245.169.xxx",9696,28694,20,"Colombo","Sri Lanka","LK",6.9167,79.8333,"Sri Lanka Telecom Mobitel (Pvt) Ltd.","Sri Lanka","LK","Western Province","1","Colombo","6.91180","79.84974",1.17876,"Mobitel","1","Mobitel","413","1",15,15,"samsung","dreamlte","samsungexynos8895","NRD90M","samsung","SM-G950F","dreamltexx","","117250",1,"Colombo, Sri Lanka","Colombo","locality","Sri Lanka","LK","Western Province","Colombo","",""
3613358273,157848858,"samsung/on7xeltedd/on7xelte:7.0/NRD90M/G610FDDU1BQJ7:user/release-keys","2018-02-01 00:00:00","128.199.197.xxx",565,1113,145,"Angeles","Philippines","PH",15.1500,120.5833,"Datelcom","Singapore","SG","Central Singapore Community Development Council","01","Singapore","1.28550","103.85650",1491.3,"DigitalOcean","0","SMART Prepaid","515","3",17,17,"samsung","on7xelte","samsungexynos7870","NRD90M","samsung","SM-G610F","on7xeltedd","","78787364",2,"Singapore, Singapore","Singapore","locality","Singapore","SG","","","",""
3613358275,193506013,"htccn_chs_cu/htc_primods/primods:4.0.4/IML74K/118315.2:user/release-keys","2018-02-01 00:00:01","37.73.232.xxx",1603,1521,55,"Kiev","Ukraine","UA",50.4500,30.5233,"lifecell","Ukraine","UA","UNKNOWN","??","UNKNOWN","50.45000","30.52330",0,"Limited Liability Company lifecell","1","lifecell","255","6",11,11,"htccn_chs_cu","primods","primods","IML74K","HTC","HTC T328w","htc_primods","","93814027",2,"Ukraine","Ukraine","country","Ukraine","UA","","","",""
3613358276,191293409,"nubia/NX549J/NX549J:6.0.1/MMB29M/eng.nubia.20170504.220829:user/release-keys","2018-02-01 00:00:01","112.224.2.xxx",60871,45406,25,"Jinan","China","CN",36.6667,116.9833,"JINAN Wo China company","China","CN","Shandong","SD","Linyi","35.04465","118.33829",135.491,"China Unicom Shandong","1","CHN-UNICOM","460","1",15,15,"nubia","NX549J","qcom","MMB29M","nubia","NX549J","NX549J","","103992193",1,"Linyi, Shandong, China","Linyi","locality","China","CN","Shandong","","","276000"
3613358278,127565713,"Xiaomi/kenzo/kenzo:5.1.1/LMY47V/V7.1.8.0.LHOMICL:user/release-keys","2018-02-01 00:00:01","42.106.41.xxx",8891,1578,67,"New Delhi","India","IN",28.6100,77.2300,"Vodafone India","India","IN","Rajasthan","RJ","Jaipur","26.89732","75.80308",147.182,"Vodafone India","1","Vodafone IN","404","60",17,17,"Xiaomi","kenzo","qcom","LMY47V","Xiaomi","Redmi Note 3","kenzo","","157433348",1,"Jaipur, Rajasthan 302001, India","Jaipur","locality","India","IN","Rajasthan","Jaipur","","302005"
3613358279,192035095,"HONOR/PRA-LX1/HWPRA-H:7.0/HONORPRA-LX1/C432B175:user/release-keys","2018-02-01 00:00:01","37.219.99.xxx",50675,11306,32,"Helsinki","Finland","FI",60.1699,24.9384,"Telia","Finland","FI","Uusimaa","18","Vantaa","60.32171","25.08576",11.6556,"DNA Oyj","1","dna","244","12",15,15,"HONOR","HWPRA-H","hi6250","HONORPRA-LX1","HUAWEI","PRA-LX1","PRA-LX1","","521986",1,"Vantaa, Finland","Vantaa","locality","Finland","FI","Uusimaa","Vantaa","","01400"
3613358284,140201805,"Lenovo/k5fpr/A7010a48:6.0/MRA58K/RA7010a48_S232_161227_ROW.12271429:user/release-keys","2018-02-01 00:00:01","112.215.174.xxx",2384,16021,71,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT Smartfren Telecom","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta","-6.17440","106.82940",0.460709,"PT Excelcomindo Pratama","1","TELKOMSEL","510","10",15,15,"Lenovo","A7010a48","mt6735","MRA58K","LENOVO","Lenovo A7010a48","k5fpr","","28314",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110"
3613358291,128691733,"samsung/hero2ltexx/hero2lte:7.0/NRD90M/G935FXXU1DQJ8:user/release-keys","2018-02-01 00:00:01","91.252.75.xxx",10711,232,40,"Perugia","Italy","IT",43.1122,12.3889,"Telecom Italia S.p.A.","Italy","IT","UNKNOWN","??","UNKNOWN","43.14790","12.10970",14.3089,"Wind Tre","1","3 ITA","222","99",15,15,"samsung","hero2lte","samsungexynos8890","NRD90M","samsung","SM-G935F","hero2ltexx","","109065729",2,"Italy","Italy","country","Italy","IT","","","",""
3613358293,194629506,"xiaomi/mido/mido:7.0/NRD90M/V9.2.1.0.NCFMIEK:user/release-keys","2018-02-01 00:00:01","176.59.113.xxx",19853,5779,41,"Cheboksary","Russian Federation","RU",56.1333,47.2500,"Infolink","Russia","RU","Chuvashia Republic","CU","UNKNOWN","56.13220","47.25190",0.105723,"T2 Mobile LLC","1","MegaFon","250","2",15,15,"xiaomi","mido","qcom","NRD90M","Xiaomi","Redmi Note 4","mido","","110098188",2,"Chuvashia Republic, Russia","Chuvashia Republic","administrative_area_level_1","Russia","RU","Chuvashia Republic","","",""
3613358297,175917351,"OPPO/CPH1707/CPH1707:7.1.1/NMF26X/1506588635:user/release-keys","2018-02-01 00:00:01","101.9.214.xxx",155378,46890,16,"Taipei","Taiwan","TW",25.0333,121.5333,"Taipeinet","Taiwan","TW","Taipei City","TPE","Taipei","25.04180","121.49660",2.37425,"Taiwan Mobile Co.","1","TW Mobile","466","97",15,15,"OPPO","CPH1707","qcom","NMF26X","OPPO","CPH1707","CPH1707","","128029553",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
3613358315,146725273,"OPPO/A33f/A33:5.1.1/LMY47V/1491834158:user/release-keys","2018-02-01 00:00:02","106.76.78.xxx",793,1018,103,"Surat","India","IN",21.1700,72.8300,"EARTH BROADBAND","India","IN","Gujarat","GJ","Utran","21.20223","72.86725",3.27733,"Idea Cellular","1","IDEA","404","24",15,15,"OPPO","A33","qcom","LMY47V","OPPO","A33f","A33f","","11108139",1,"","","","","","","","",""
3613358316,194629556,"LYF/LS-5009/LS-5009:5.1.1/LMY47V/24a8eb3:user/release-keys","2018-02-01 00:00:02","157.39.198.xxx",17491,16557,39,"Mohali","India","IN",30.7800,76.6900,"Quadrant televentures Ltd.","India","IN","Chandigarh","CH","Chandigarh","30.73430","76.79330",6.90588,"Jio","1","Jio 4G","405","867",15,15,"LYF","LS-5009","qcom","LMY47V","LYF","LS-5009","LS-5009","","696114",2,"Chandigarh, Chandigarh 160017, India","Chandigarh","locality","India","IN","Chandigarh","","","160018"
3613358323,157926630,"GiONEE/P5L/GiONEE_WBL7352:5.1/LMY47D/1494906399:user/release-keys","2018-02-01 00:00:02","47.30.230.xxx",11249,1476,33,"New Delhi","India","IN",28.6100,77.2300,"Bharti Airtel Ltd","India","IN","Delhi","DL","Delhi","28.66670","77.21670",4.00426,"Jio","1","Jio 4G","405","872",15,15,"GiONEE","GiONEE_WBL7352","mt6735","LMY47D","GiONEE","P5L","P5L","","277266",2,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110054"
3613358325,84267491,"samsung/zenltexx/zenlte:7.0/NRD90M/G928FXXS4CRA2:user/release-keys","2018-02-01 00:00:02","213.87.138.xxx",46306,16635,15,"Moscow","Russia","RU",55.7517,37.6178,"Akado Telecom","Russia","RU","Moscow","MOW","Moscow","55.75220","37.61560",0.0923921,"MTS PJSC","1","MTS RUS","250","1",15,15,"samsung","zenlte","samsungexynos7420","NRD90M","samsung","SM-G928F","zenltexx","","918788",2,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","125009"
3613358327,190834686,"samsung/kltexx/klte:6.0.1/MMB29M/G900FXXS1CQD8:user/release-keys","2018-02-01 00:00:02","51.39.238.xxx",36841,17293,161,"Jeddah","Saudi Arabia","SA",21.5000,39.1833,"Integrated Telecom Co. (ITC)","Saudi Arabia","SA","Makkah Province","02","Jeddah","21.51690","39.21920",2.58918,"Zain Saudi Arabia","1","ZAIN KSA","420","4",15,15,"samsung","klte","qcom","MMB29M","samsung","SM-G900F","kltexx","","160623169",2,"Jeddah Saudi Arabia","Jeddah","locality","Saudi Arabia","SA","Makkah Province","","","23231"
3613358331,180218073,"GIONEE/A1_lite/GIONEE_SWW1618:7.0/NRD90M/1500364773:user/release-keys","2018-02-01 00:00:02","197.211.61.xxx",10823,1979,265,"Lagos","Nigeria","NG",6.4500,3.3833,"MTN NIGERIA COMMUNICATIONS LTD","Nigeria","NG","Lagos","LA","Lagos","6.45310","3.39580",0.885518,"Globacom Limited","1","MTN - NG","621","30",17,17,"GIONEE","GIONEE_SWW1618","mt6735","NRD90M","GIONEE","A1 lite","A1_lite","","40293",2,"Lagos, Nigeria","Lagos","locality","Nigeria","NG","Lagos","","",""
3613358333,91225017,"samsung/trltexx/trlte:5.0.1/LRX22C/N910FXXU1BOC5:user/release-keys","2018-02-01 00:00:02","5.177.191.xxx",35807,3399,44,"Istanbul","Turkey","TR",41.0136,28.9550,"Turk Telekom Asya","Turkey","TR","UNKNOWN","??","UNKNOWN","41.02140","28.99480",2.14612,"Turk Telekom","1","Türk Telekom","286","3",15,15,"samsung","trlte","qcom","LRX22C","samsung","SM-N910F","trltexx","","12930317",2,"Turkey","Turkey","country","Turkey","TR","","","",""
3613358336,181299243,"samsung/dreamltexx/dreamlte:7.0/NRD90M/G950FXXU1AQL5:user/release-keys","2018-02-01 00:00:02","112.215.45.xxx",1923,10595,31,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT INDOSATM2","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta","-6.17440","106.82940",0.460709,"PT Excelcomindo Pratama","1","XL 4G LTE","510","11",15,15,"samsung","dreamlte","samsungexynos8895","NRD90M","samsung","SM-G950F","dreamltexx","","112647172",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110"
3613358338,172815645,"samsung/dream2ltexx/dream2lte:7.0/NRD90M/G955FXXU1AQJ5:user/release-keys","2018-02-01 00:00:03","1.144.111.xxx",20308,6186,26,"Blacktown","Australia","AU",-33.7720,150.9091,"Optus","Australia","AU","New South Wales","NSW","Hornsby","-33.70372","151.10644",12.2947,"Telstra Internet","1","Telstra","505","1",15,15,"samsung","dream2lte","samsungexynos8895","NRD90M","samsung","SM-G955F","dream2ltexx","","133284621",1,"Hornsby NSW, Australia","Hornsby","locality","Australia","AU","New South Wales","","","2077"
3613358340,185879465,"Xiaomi/santoni/santoni:7.1.2/N2G47H/V9.1.1.0.NAMMIEI:user/release-keys","2018-02-01 00:00:03","85.26.233.xxx",14770,9275,75,"Saint Petersburg","Russian Federation","RU",59.9343,30.3351,"RUNNet","Russia","RU","Leningrad Oblast","LEN","Leskolovo","60.27519","30.55103",24.7266,"PJSC MegaFon","1","MegaFon","250","2",15,15,"Xiaomi","santoni","qcom","N2G47H","Xiaomi","Redmi 4X","santoni","","122692052",1,"Vsevolozhsky District, Leningrad Oblast, Russia","Vsevolozhsky District","administrative_area_level_2","Russia","RU","Leningrad Oblast","Vsevolozhsky District","","188665"
3613358341,191712409,"vivo/1716/1716:7.1.2/N2G47H/compil12232340:user/release-keys","2018-02-01 00:00:03","183.171.72.xxx",16535,10603,34,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"MyKRIS Asia Sdn Bhd","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur","3.15120","101.70910",1.80894,"Celcom Internet Service Provider","1","MY CELCOM","502","19",15,15,"vivo","1716","qcom","N2G47H","vivo","vivo 1716","1716","","54157589",2,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","50450"
3613358344,174461092,"samsung/kltezt/klte:4.4.2/KOT49H/G900IZTU1ANCB:user/release-keys","2018-02-01 00:00:03","106.76.154.xxx",2782,1718,75,"Lucknow","India","IN",26.8500,80.9200,"Jio","India","IN","Uttar Pradesh","UP","Kanpur","26.46670","80.35000",44.0965,"Idea Cellular","1","IDEA","404","89",17,17,"samsung","klte","qcom","KOT49H","samsung","SM-G900I","kltezt","","59562106",2,"Kanpur, Uttar Pradesh 208001, India","Kanpur","locality","India","IN","Uttar Pradesh","Kanpur Nagar","","208001"
3613358347,187310407,"Xiaomi/sagit/sagit:7.1.1/NMF26X/V8.2.17.0.NCACNEC:user/release-keys","2018-02-01 00:00:03","101.139.181.xxx",110122,3645,31,"Taipei","Taiwan","TW",25.0333,121.5333,"Asia Pacific Telecom","Taiwan","TW","Taipei City","TPE","Taipei","25.04180","121.49660",2.37425,"Asia Pacific Telecom","1","中華電信","466","92",15,15,"Xiaomi","chiron","qcom","NMF26X-wesley_iui-17.12.22","Xiaomi","MIX 2","chiron","","228097769",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
3613358349,87235990,"samsung/a5ltexx/a5lte:6.0.1/MMB29M/A500FXXS1CQC5:user/release-keys","2018-02-01 00:00:03","223.24.156.xxx",13919,3652,53,"Songkhla","Thailand","TH",7.1898,100.5954,"AIS","Thailand","TH","Songkhla","90","Hat Yai","7.01639","100.47591",14.5309,"True Internet","1","TRUE 3G+ | TRUE-H","520","4",17,17,"samsung","a5lte","qcom","MMB29M","samsung","SM-A500F","a5ltexx","","170467668",1,"Hat Yai, Hat Yai District, Songkhla 90110, Thailand","Hat Yai","locality","Thailand","TH","Songkhla","Hat Yai District","","90110"
3613358350,22917611,"samsung/yakjuxw/maguro:4.2.1/JOP40D/I9250XWMA2:user/release-keys","2018-02-01 00:00:03","212.39.89.xxx",11564,4250,48,"Sofia","Bulgaria","BG",42.6544,23.3649,"Mobiltel","Bulgaria","BG","UNKNOWN","??","UNKNOWN","42.70000","23.33330",3.54,"Vivacom","1","VIVACOM","284","3",17,17,"samsung","maguro","tuna","JOP40D","samsung","Galaxy Nexus","yakjuxw","","41410993",2,"Bulgaria","Bulgaria","country","Bulgaria","BG","","","",""
3613358352,181588531,"Xiaomi/oxygen/oxygen:7.1.1/NMF26F/8.1.25:user/release-keys","2018-02-01 00:00:03","157.49.44.xxx",360,1868,43,"Bangalore","India","IN",12.9716,77.5946,"TelexAir Telecom Pvt Ltd","India","IN","Karnataka","KA","Hoskote","13.06927","77.79546",15.129,"Jio","1","Jio 4G","405","861",15,15,"Xiaomi","oxygen","qcom","NMF26F","Xiaomi","MI MAX 2","oxygen","","2151729",1,"Hoskote, Karnataka, India","Hoskote","locality","India","IN","Karnataka","Bangalore Rural","","562114"
3613358355,187986677,"samsung/heroltexx/herolte:7.0/NRD90M/G930FXXU1DQL4:user/release-keys","2018-02-01 00:00:03","213.162.72.xxx",9062,805,29,"Vienna","Austria","AT",48.2082,16.3738,"fonira Telekom GmbH","Austria","AT","UNKNOWN","??","UNKNOWN","48.20000","16.36670",0.654755,"T-Mobile Austria GmbH","1","tele.ring","232","3",17,17,"samsung","herolte","samsungexynos8890","NRD90M","samsung","SM-G930F","heroltexx","","2467218",2,"Austria","Austria","country","Austria","AT","","","",""
3613358356,137851208,"Huawei/G620-L72/hwG620-L72:4.3/HuaweiG620-L72/C428B211:user/ota-rel-keys,release-keys","2018-02-01 00:00:03","5.218.167.xxx",12823,1292,48,"Tehran","Iran","IR",35.6833,51.4167,"ParsOnline","Iran","IR","UNKNOWN","??","UNKNOWN","35.69610","51.42310",0.955515,"LTE expansion","1","IR-MCI","432","11",17,17,"Huawei","hwG620-L72","qcom","HuaweiG620-L72","HUAWEI","HUAWEI G620-L72","G620-L72","","49968944",2,"Iran","Iran","country","Iran","IR","","","",""
3613358359,157188113,"OPPO/A1601/A1601:5.1/LMY47I/1508407035:user/release-keys","2018-02-01 00:00:03","49.35.81.xxx",5494,6710,57,"Pune","India","IN",18.5203,73.8567,"Gazon Communications India Limited","India","IN","Maharashtra","MH","Pune","18.53330","73.86670",1.11309,"Jio","1","Vodafone IN","405","864",15,15,"OPPO","A1601","mt6755","LMY47I","OPPO","A1601","A1601","","3091730",2,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411001"
3613358360,192869322,"HUAWEI/RNE-L22/HWRNE:7.0/HUAWEIRNE-L22/C636B132:user/release-keys","2018-02-01 00:00:03","110.54.199.xxx",605,6,104,"Santa Rosa","Philippines","PH",14.2786,121.0967,"Skybroadband","Philippines","PH","Bicol","05","Naga","13.62025","123.23864",150.827,"Globe Telecom","1","GLOBE","515","2",15,15,"HUAWEI","HWRNE","hi6250","HUAWEIRNE-L22","HUAWEI","RNE-L22","RNE-L22","","60980492",1,"Naga, Camarines Sur, Philippines","Naga","locality","Philippines","PH","Bicol","Camarines Sur","",""
3613358361,156825521,"samsung/on7xeltedd/on7xelte:7.0/NRD90M/G610FDDU1BQL9:user/release-keys","2018-02-01 00:00:03","106.198.241.xxx",1857,2239,22,"New Delhi","India","IN",28.6100,77.2300,"Hathway Cable and Datacom Ltd","India","IN","Delhi","DL","Shakurpur","28.69101","77.16277",6.93198,"BHARTI Airtel","1","Airtel","404","10",15,15,"samsung","on7xelte","samsungexynos7870","NRD90M","samsung","SM-G610F","on7xeltedd","","233131787",1,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","",""
3613358363,188792558,"htc/htc_europe/htc_a3qhdul:4.4.2/KOT49H/362779.4:user/release-keys","2018-02-01 00:00:03","37.48.37.xxx",23,10,19,"Mesice","Czech Republic","CZ",50.1972,14.5206,"FinalTek.com","Czech Republic","CZ","Ústí nad Labem Region","42","Povrly","50.66967","14.15556",36.4241,"T-Mobile Czech Republic","1","Mobil CZ","230","1",15,15,"htc","htc_a3qhdul","qcom","KOT49H","HTC","HTC Desire 610","htc_europe","","105042188",1,"Povrly, Czech Republic","Povrly","locality","Czech Republic","CZ","Ústí nad Labem Region","Ústí nad Labem District","","403 32"
3613358376,183821898,"samsung/j7popeltetfntmo/j7popeltetfntmo:7.0/NRD90M/S737TLUDU1AQF2:user/release-keys","2018-02-01 00:00:04","172.56.12.xxx",26073,208,72,"Denver, CO","United States","US",39.7392,-104.9903,"Comcast","United States","US","Colorado","CO","Morrison","39.60847","-105.12635",11.5858,"T-MOBILE USA","1","Simple Mobile","310","260",15,15,"samsung","j7popeltetfntmo","samsungexynos7870","NRD90M","samsung","SM-S737TL","j7popeltetfntmo","","5642508",1,"Foothill Green, CO 80127, USA","Foothill Green","neighborhood","United States","US","Colorado","Jefferson County","","80127"
3613358378,167405077,"samsung/dreamltexx/dreamlte:7.0/NRD90M/G950FXXU1AQK7:user/release-keys","2018-02-01 00:00:04","118.148.249.xxx",81606,13011,12,"Auckland","New Zealand","NZ",-36.8500,174.7833,"WorldNet","New Zealand","NZ","Auckland","AUK","Auckland","-36.89436","174.72884",4.30074,"Two Degrees Mobile Limited","1","2degrees","530","24",15,15,"samsung","dreamlte","samsungexynos8895","NRD90M","samsung","SM-G950F","dreamltexx","","1551627",1,"Auckland, New Zealand","Auckland","locality","New Zealand","NZ","Auckland","Auckland","","1025"
3613358379,150480731,"Verizon/hltevzw/hltevzw:4.4.2/KOT49H/N900VUBUDND1:user/release-keys","2018-02-01 00:00:04","154.121.8.xxx",5068,2148,109,"Algiers","Algeria","DZ",36.7667,3.2167,"Algerie Telecom","Algeria","DZ","Ghardaia Province","47","Ghardaïa","32.45260","3.69767",299.66,"Algerie Telecom Mobile MOBILIS","1","ALG Mobilis","603","1",17,17,"Verizon","hltevzw","qcom","KOT49H","samsung","SM-N900V","hltevzc","","30883889",1,"Bounoura, Algeria","Bounoura","locality","Algeria","DZ","Ghardaia Province","","",""
3613358380,194424850,"Xiaomi/oxygen/oxygen:7.1.1/NMF26F/V9.0.3.0.NDDMIEI:user/release-keys","2018-02-01 00:00:04","1.187.5.xxx",644,1982,69,"Pune","India","IN",18.5203,73.8567,"Paradise Telecom Pvt Ltd","India","IN","Maharashtra","MH","Pune","18.53323","73.93160",4.99346,"Idea Cellular","1","IDEA","404","22",15,15,"Xiaomi","oxygen","qcom","NMF26F","Xiaomi","MI MAX 2","oxygen","","62922753",1,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411036"
3613358381,176098077,"Sony/G3116/G3116:7.0/40.0.A.6.189/2558346386:user/release-keys","2018-02-01 00:00:04","1.39.135.xxx",15104,9546,23,"Chennai","India","IN",13.0827,80.2707,"Vodafone India","India","IN","Karnataka","KA","Bengaluru","13.00572","77.75205",169.803,"Vodafone India","1","Vodafone IN","404","86",15,15,"Sony","G3116","mt6757","40.0.A.6.189","Sony","G3116","G3116","","207352071",1,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560067"
3613358382,176612764,"samsung/gts28veltexx/gts28velte:7.0/NRD90M/T719XXU2BQI1:user/release-keys","2018-02-01 00:00:04","5.90.200.xxx",63532,23331,24,"Milan","Italy","IT",45.4640,9.1916,"Vodafone IT","Italy","IT","Friuli-Venezia Giulia","36","Tricesimo","46.15426","13.21851",199.918,"Vodafone Italia","1","vodafone IT","222","10",15,15,"samsung","gts28velte","qcom","NRD90M","samsung","SM-T719","gts28veltexx","","9911308",1,"33019 Tricesimo UD, Italy","Tricesimo","locality","Italy","IT","Friuli-Venezia Giulia","Province of Udine","Tricesimo","33019"
3613358383,182275903,"asus/WW_Z016/Z016:7.0/NRD90M/WW_user_5.17.44.68_20180111:user/release-keys","2018-02-01 00:00:04","180.217.97.xxx",627,5852,25,"Taipei","Taiwan","TW",25.0333,121.5333,"Asia Pacific Telecom","Taiwan","TW","Taipei City","TPE","Taipei","25.04180","121.49660",2.37425,"Vibo Telecom","1","台灣之星","466","89",15,15,"asus","Z016","qcom","NRD90M","asus","ASUS_Z016D","WW_Z016","","81941506",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
