test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
3613359477,184432795,"OPPO/CPH1605/CPH1605:5.1/LMY47I/1506065191:user/release-keys","2018-02-01 00:00:38","120.188.35.xxx",9367,20959,24,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT. Telekomunikasi Indonesia","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta","-6.17440","106.82940",0.460709,"PT Indosat Tbk.","1","Indosat Ooredoo","510","1",15,15,"OPPO","CPH1605","mt6755","LMY47I","OPPO","CPH1605","CPH1605","","552707",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110"
3613359478,162489455,"samsung/dreamltexx/dreamlte:7.0/NRD90M/G950FXXU1AQK7:user/release-keys","2018-02-01 00:00:39","213.233.108.xxx",2293,240,15,"Bucharest","Romania","RO",44.4268,26.1025,"UPC Romania","Romania","RO","Prahova","PH","Lipanesti","45.05000","26.01670",43.3125,"Vodafone Romania","1","Vodafone RO","226","1",15,15,"samsung","dreamlte","samsungexynos8895","NRD90M","samsung","SM-G950F","dreamltexx","","233275150",2,"Lipănești 107340, Romania","Lipănești","locality","Romania","RO","Prahova","Lipanesti","","107340"
3613359482,180980176,"Xiaomi/santoni/santoni:7.1.2/N2G47H/V9.2.3.0.NAMMIEK:user/release-keys","2018-02-01 00:00:39","42.153.32.xxx",971,829,29,"Petaling Jaya","Malaysia","MY",3.0833,101.6500,"webe Digital Sdn Bhd","Malaysia","MY","Selangor","10","Ulu Kelang","3.18144","101.75722",10.0458,"Webe Digital Sdn. Bhd.","1","MY CELCOM","502","19",15,15,"Xiaomi","santoni","qcom","N2G47H","Xiaomi","Redmi 4X","santoni","","28424459",1,"Ampang, Selangor, Malaysia","Ampang","locality","Malaysia","MY","Selangor","","","54200"
3613359486,188824306,"samsung/hero2ltexx/hero2lte:6.0.1/MMB29K/G935FXXU1CPJ2:user/release-keys","2018-02-01 00:00:39","106.203.162.xxx",14335,3997,72,"Kolkata","India","IN",22.5667,88.3667,"Jio","India","IN","West Bengal","WB","Durgapur","23.54119","87.28495",96.3511,"BHARTI Airtel","1","AirTel","405","51",15,15,"samsung","hero2lte","samsungexynos8890","MMB29K","samsung","SM-G935F","hero2ltexx","","15899393",1,"Durgapur, West Bengal, India","Durgapur","locality","India","IN","West Bengal","Bardhaman","","713213"
3613359488,177828289,"Lenovo/kuntao_row/P2a42:7.0/NRD90N/P2a42_S251_171107_ROW:user/release-keys","2018-02-01 00:00:39","42.109.24.xxx",4704,3605,20,"Mumbai","India","IN",18.9647,72.8258,"Vodafone India","India","IN","Maharashtra","MH","Mumbai","19.00708","72.84104",3.09631,"Vodafone India","1","VODAFONE                 ","404","20",15,15,"Lenovo","P2a42","qcom","NRD90N","LENOVO","Lenovo P2a42","kuntao_row","","205936385",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400014"
3613359490,134211909,"Sony/F8132/F8132:6.0.1/35.0.A.1.238/1259670374:user/release-keys","2018-02-01 00:00:39","49.237.217.xxx",7504,3279,51,"Bangkok","Thailand","TH",13.7500,100.4833,"STS Group","Thailand","TH","Nakhon Pathom","73","Nakhon Chai Si","13.80066","100.19087",19.9555,"True Internet","1","TH 3G+","520","0",17,17,"Sony","F8132","qcom","35.0.A.1.238","Sony","F8132","F8132","","26477168",1,"Thaiyawat, Nakhon Chai Si District, Nakhon Pathom, Thailand","Thaiyawat","locality","Thailand","TH","Nakhon Pathom","Nakhon Chai Si District","","73120"
3613359493,182773203,"samsung/a7altexx/a7alte:6.0.1/MMB29K/A700FXXU2BPJ1:user/release-keys","2018-02-01 00:00:39","5.24.218.xxx",13238,3150,37,"Istanbul","Turkey","TR",41.0136,28.9550,"Turkcell","Turkey","TR","UNKNOWN","??","UNKNOWN","41.02140","28.99480",2.14612,"Turkcell","1","TURKCELL","286","1",15,15,"samsung","a7alte","universal5430","MMB29K","samsung","SM-A700F","a7altexx","","20187148",2,"Turkey","Turkey","country","Turkey","TR","","","",""
3613359494,189845295,"samsung/j7y17ltedx/j7y17lte:7.0/NRD90M/J730GDXU2AQK1:user/release-keys","2018-02-01 00:00:39","175.158.226.xxx",3494,553,43,"Cebu City","Philippines","PH",10.2833,123.9000,"Smart Communications Inc.","Philippines","PH","Western Visayas","06","Silay City","10.80175","122.97725",72.2739,"Smart Broadband","1","Talk N Text","515","3",17,17,"samsung","j7y17lte","samsungexynos7870","NRD90M","samsung","SM-J730G","j7y17ltedx","","28453355",1,"Silay City, Negros Occidental, Philippines","Silay City","locality","Philippines","PH","Western Visayas","Negros Occidental","",""
3613359496,193782884,"samsung/a3y17ltexc/a3y17lte:7.0/NRD90M/A320FLXXU1BQH7:user/release-keys","2018-02-01 00:00:39","188.238.45.xxx",114950,31145,11,"Helsinki","Finland","FI",60.1708,24.9375,"Datacenter Finland Oy","Finland","FI","Uusimaa","18","Vantaa","60.27989","24.96827",7.61937,"Telia Finland Oyj","1","Telia FI","244","91",15,15,"samsung","a3y17lte","samsungexynos7870","NRD90M","samsung","SM-A320FL","a3y17ltexc","","37307412",1,"Vantaa, Finland","Vantaa","locality","Finland","FI","Uusimaa","Vantaa","","01520"
3613359497,16007073,"samsung/m0ub/m0:4.3/JSS15J/I9300UBUGNG1:user/release-keys","2018-02-01 00:00:39","114.124.205.xxx",9787,4547,33,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT. Telekomunikasi Indonesia","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta","-6.17440","106.82940",0.460709,"Telkomsel","1","TELKOMSEL","510","10",17,17,"samsung","m0","smdk4x12","JSS15J","samsung","GT-I9300","m0ub","","11504357",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110"
3613359501,37528395,"htc/htc_europe/m7:5.0.2/LRX22G/482424.51:user/release-keys","2018-02-01 00:00:39","94.197.120.xxx",44939,15633,46,"Gateshead","United Kingdom","GB",54.9527,-1.6034,"Aspire Technology Solutions","United Kingdom","GB","Aberdeenshire","ABD","Aberdeenshire","57.44012","-1.95347",172.582,"Three","1","3","234","20",15,15,"htc","m7","m7","LRX22G","HTC","HTC One","htc_europe","","2899202",1,"Aberdeenshire, UK","Aberdeenshire","administrative_area_level_2","United Kingdom","GB","Scotland","Aberdeenshire","","AB42"
3613359505,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-02-01 00:00:40","85.219.62.xxx",51869,6082,23,"Alcobendas","Spain","ES",40.5373,-3.6372,"Vodafone ES","Spain","ES","La Rioja","RI","Logroño","42.46921","-2.43664",147.39,"Vodafone Ono","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",1,"Logroño, La Rioja, Spain","Logroño","locality","Spain","ES","La Rioja","La Rioja","Logroño, Logroño","26004"
3613359506,193871192,"Xiaomi/rolex/rolex:6.0.1/MMB29M/V8.5.7.0.MCCMIED:user/release-keys","2018-02-01 00:00:40","188.170.195.xxx",2510,205,81,"Lipetsk","Russian Federation","RU",52.6000,39.5667,"Rostelecom","Russia","RU","Lipetsk Oblast","LIP","Yelets","52.60492","38.52478",43.772,"PJSC MegaFon","1","MegaFon","250","2",15,15,"Xiaomi","rolex","qcom","N2G47H","Xiaomi","Redmi 4A","rolex","","125071890",1,"Yelets, Lipetsk Oblast, Russia","Yelets","locality","Russia","RU","Lipetsk Oblast","gorod Elets","","399785"
3613359509,187113598,"GIONEE/A1/GIONEE_SWW1609:7.0/NRD90M/1512049764:user/release-keys","2018-02-01 00:00:40","49.14.109.xxx",8506,5448,253,"Lahore","Pakistan","PK",31.5758,74.3269,"Brain Telecom","India","IN","Punjab","PB","Amritsar","31.67077","74.86339",32.2746,"Idea Cellular","1","IDEA","404","14",15,15,"GIONEE","GIONEE_SWW1609","mt6755","NRD90M","GIONEE","GIONEE A1","A1","","11644459",1,"Gumtala Sub Urban, Punjab, India","Gumtala Sub Urban","locality","India","IN","Punjab","Amritsar","","143008"
3613359514,137136131,"htc/a50cml_dtul_00720/htc_a50cml_dtul:5.1/LMY47D/680709.3:user/release-keys","2018-02-01 00:00:40","47.30.128.xxx",1333,2366,24,"New Delhi","India","IN",28.6100,77.2300,"ACT Fibernet","India","IN","Delhi","DL","Ranibagh","28.67191","77.12100",7.88185,"Jio","1","Jio 4G","405","872",15,15,"htc","htc_a50cml_dtul","mt6735","LMY47D","HTC","HTC Desire 728 dual sim","a50cml_dtul_00720","","1434900",1,"","","","","","","","",""
3613359515,193637600,"OPPO/X9079/X9079:6.0.1/MMB29M/1485006168:user/release-keys","2018-02-01 00:00:40","1.200.208.xxx",6845,659,32,"Taipei","Taiwan","TW",25.0333,121.5333,"Taipeinet","Taiwan","TW","Taipei City","TPE","Taipei","25.04180","121.49660",2.37425,"Vibo Telecom","1","T Star","466","89",17,17,"OPPO","X9079","qcom","MMB29M","OPPO","X9079","X9079","","13478272",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
3613359521,169337908,"Coolpad/C1-S02/C1-S02:6.0.1/ZHXOSOP5801804171S/0001906:user/release-keys","2018-02-01 00:00:40","112.215.65.xxx",2346,11145,19,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT INDOSATM2","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta","-6.17440","106.82940",0.460709,"PT Excelcomindo Pratama","1","XL 4G LTE","510","11",15,15,"Coolpad","C1-S02","qcom","ZHXOSOP5801806023S","Coolpad","Coolpad R116","C1-S02","","",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110"
3613359522,101468593,"HONOR/ATH-AL00/HWATH:5.1.1/HONORATH-AL00/C00B200:user/release-keys","2018-02-01 00:00:40","61.158.149.xxx",104528,43794,13,"Zhengzhou","China","CN",34.7667,113.6500,"China unicom henan branch","China","CN","Henan","HA","Zhengzhou","34.82748","113.66925",4.34399,"China Unicom Liaoning","1","中国联通","460","1",15,15,"HONOR","HWATH","qcom","HONORATH-AL00","HUAWEI","ATH-AL00","ATH-AL00","","67261490",1,"Zhengzhou, Henan, China","Zhengzhou","locality","China","CN","Henan","","","450045"
3613359523,93158453,"HUAWEI/TIT-AL00/HWTIT-AL00:5.1/HUAWEITIT-AL00/C00B153:user/release-keys","2018-02-01 00:00:40","223.104.23.xxx",42066,7604,49,"Macau","Macau","MO",22.2000,113.5500,"SPEEDTEST-MO","China","CN","Hainan","HI","Qionghai","19.15803","110.56475",285.625,"China Mobile Guangdong","1","中国移动","460","0",15,15,"HUAWEI","HWTIT-AL00","mt6735","HUAWEITIT-AL00","HUAWEI","HUAWEI TIT-AL00","TIT-AL00","","122024454",1,"Qionghai, Hainan, China","Qionghai","sublocality_level_1","China","CN","Hainan","","",""
3613359524,127162318,"samsung/j7eltexx/j7elte:6.0.1/MMB29K/J700FXXU4BQI2:user/release-keys","2018-02-01 00:00:40","42.107.66.xxx",907,4385,58,"Latur","India","IN",18.4000,76.5600,"Intech Online Pvt Ltd","India","IN","Goa","GA","Betim","15.50255","73.82610",269.96,"Vodafone India","1","Vodafone IN","404","27",15,15,"samsung","j7elte","samsungexynos7580","MMB29K","samsung","SM-J700F","j7eltexx","","218236672",1,"Panjim, Goa 403001, India","Panjim","locality","India","IN","Goa","North Goa","","403001"
3613359526,192396208,"HUAWEI/BLA-L29/HWBLA:8.0.0/HUAWEIBLA-L29/128(C636):user/release-keys","2018-02-01 00:00:40","113.210.54.xxx",27358,983,21,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Maxis","Malaysia","MY","Penang","07","Bukit Mertajam","5.36508","100.44454",176.454,"Maxis Communications","1","MY MAXIS","502","12",15,15,"HUAWEI","HWBLA","kirin970","HUAWEIBLA-L29","HUAWEI","BLA-L29","BLA-L29","","28174603",1,"Bukit Mertajam, Penang, Malaysia","Bukit Mertajam","locality","Malaysia","MY","Penang","Central Seberang Perai","","14000"
3613359527,130368920,"ZTE/msm8974/msm8974:4.3/JLS36C/eng.daybuild.20141201.201125:user/release-keys","2018-02-01 00:00:40","117.136.75.xxx",69817,8796,16,"Fuzhou","China","CN",26.0761,119.3064,"Fuzhou China Mobile,Fujian","China","CN","Fujian","FJ","Fuzhou","26.08837","119.30463",0.855812,"China Mobile Guangdong","1","中国移动","460","0",15,15,"ZTE","msm8974","qcom","JLS36C","ZTE","ZTE Grand S II LTE","msm8974","","28844",1,"Fuzhou, Fujian, China","Fuzhou","locality","China","CN","Fujian","","","350011"
3613359529,146070687,"Lenovo/P770/P770:4.1.1/JRO03C/P770_ROW_S113_130424:user/release-keys","2018-02-01 00:00:40","113.185.15.xxx",4900,1855,47,"Hanoi","Vietnam","VN",21.0285,105.8542,"VTC DIGICOM","Vietnam","VN","Ninh Bình Province","18","Nho Quan","20.34598","105.85448",47.2101,"Vietnam Posts And Telecommunications Group","1","VINAPHONE","452","2",11,11,"Lenovo","P770","mt6577","JRO03C","LENOVO","Lenovo P770","P770","","67026407",1,"TT. Me, Vietnam","TT. Me","administrative_area_level_3","Vietnam","VN","TT. Me","","",""
3613359542,146781629,"HONOR/TIT-AL00/HWTIT-L6735:5.1/HONORTIT-AL00/C583B215:user/release-keys","2018-02-01 00:00:41","157.50.243.xxx",1363,62,73,"Pondicherry","India","IN",11.9310,79.7852,"Niss Broadband","India","IN","Tamil Nadu","TN","Vadakuthu","11.61476","79.51084",28.6992,"Jio","1","Airtel","404","94",15,15,"HONOR","HWTIT-L6735","mt6735","HONORTIT-AL00","HUAWEI","TIT-AL00","TIT-AL00","","623140",1,"Neyveli T.S, Tamil Nadu 607803, India","Neyveli T.S","locality","India","IN","Tamil Nadu","Cuddalore","","607801"
3613359546,194629746,"F16/full_hct6750_66_n/hct6750_66_n:7.0/NRD90M/1515069600:user/release-keys","2018-02-01 00:00:41","101.12.149.xxx",24490,28679,16,"Taipei","Taiwan","TW",25.0333,121.5333,"Taipeinet","Taiwan","TW","Taipei City","TPE","Taipei","25.04180","121.49660",2.37425,"Taiwan Mobile Co.","1","台灣大哥大","466","97",15,15,"F16","hct6750_66_n","mt6755","NRD90M","F16","F16","full_hct6750_66_n","","105220819",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
3613359549,172267882,"Xiaomi/nikel/nikel:6.0/MRA58K/V8.5.6.0.MBFMIED:user/release-keys","2018-02-01 00:00:41","114.125.102.xxx",6493,15479,101,"Surabaya","Indonesia","ID",-7.2651,112.7450,"Hutchison 3 Indonesia SUB","Indonesia","ID","East Java","JI","Waru","-7.35035","112.75582",5.94329,"Telkomsel","1","TELKOMSEL","510","10",15,15,"Xiaomi","nikel","mt6797","MRA58K","Xiaomi","Redmi Note 4X","nikel","","41368079",1,"Kepuh Kiriman, Waru, Sidoarjo Regency, East Java 61256, Indonesia","Kepuh Kiriman","administrative_area_level_4","Indonesia","ID","East Java","Sidoarjo Regency","Waru, Kepuh Kiriman","61256"
3613359551,119494056,"Huawei/G620S-UL00/hwG620S-UL00:4.4.4/HuaweiG620S-UL00/C636B264:user/release-keys","2018-02-01 00:00:41","42.107.216.xxx",312,2495,83,"Coimbatore","India","IN",11.0168,76.9558,"Glan Solution India Pvt Ltd","India","IN","Kerala","KL","Agali","11.06304","76.53790",28.5511,"Vodafone India","1","Vodafone IN","404","46",15,15,"Huawei","hwG620S-UL00","qcom","HuaweiG620S-UL00","HUAWEI","G620S-UL00","G620S-UL00","","205051138",1,"Mukkali, Kerala 678582, India","Mukkali","sublocality_level_1","India","IN","Kerala","Palakkad","","678582"
3613359553,179103141,"Xiaomi/sagit/sagit:7.1.1/NMF26X/V9.0.6.0.NCACNEI:user/release-keys","2018-02-01 00:00:41","117.136.25.xxx",21000,2599,52,"Xi'an","China","CN",34.2667,108.9000,"China Mobile Group Shaanxi Company Limited","China","CN","Shaanxi","SN","Yulin","37.32574","107.57698",224.229,"China Mobile Guangdong","1","中国移动","460","0",15,15,"Xiaomi","sagit","qcom","NMF26X","Xiaomi","MI 6","sagit","","153554944",1,"Yulin, Shaanxi, China","Yulin","locality","China","CN","Shaanxi","","",""
3613359556,149978715,"samsung/a5xeltexx/a5xelte:7.0/NRD90M/A510FXXS4CQK3:user/release-keys","2018-02-01 00:00:41","151.43.138.xxx",31325,22191,54,"Foligno","Italy","IT",42.9500,12.7000,"Connesi s.p.a.","Italy","IT","Umbria","55","Foligno","42.94786","12.72340",1.19397,"Wind Telecomunicazioni","1","I WIND","222","88",15,15,"samsung","a5xelte","samsungexynos7580","NRD90M","samsung","SM-A510F","a5xeltexx","","92677638",1,"Foligno PG, Italy","Foligno","locality","Italy","IT","Umbria","Province of Perugia","Foligno","06034"
3613359557,131611763,"motorola/athene_f/athene_f:7.0/NPJS25.93-14-13/3:user/release-keys","2018-02-01 00:00:41","42.111.90.xxx",17242,3489,30,"New Delhi","India","IN",28.6100,77.2300,"Vodafone India","India","IN","Delhi","DL","New Delhi","28.60000","77.20000",1.94909,"Vodafone India","1","Vodafone IN","404","88",15,15,"motorola","athene_f","qcom","NPJS25.93-14-13","motorola","Moto G (4)","athene_f","","206363648",2,"New Delhi, Delhi 110001, India","New Delhi","locality","India","IN","Delhi","","","110011"
3613359558,67981667,"hi6210sft/hi6210sft/hi6210sft:4.4.2/KOT49H/eng.jenkins.20151204.020805:user/test-keys","2018-02-01 00:00:41","61.158.147.xxx",90226,44285,23,"Zhengzhou","China","CN",34.7667,113.6500,"China unicom henan branch","China","CN","Henan","HA","Nanyang","33.02648","112.55259",135.862,"China Unicom Liaoning","1","中国联通","460","1",15,15,"Honor","hwChe2","hi6210sft","KOT49H","HUAWEI","Che2-UL00","hi6210sft","","70844467",1,"Nanyang, Henan, China","Nanyang","locality","China","CN","Henan","","",""
3613359559,189990534,"samsung/heroltexx/herolte:7.0/NRD90M/G930FXXS1DQLB:user/release-keys","2018-02-01 00:00:41","5.33.13.xxx",71233,23284,19,"Taastrup","Denmark","DK",55.6460,12.2979,"Dansk Kabel TV A/S","Denmark","DK","Region Zealand","85","Nysted","54.67269","11.77877",70.3796,"Telenor A/S","1","Telenor DK","238","2",15,15,"samsung","herolte","samsungexynos8890","NRD90M","samsung","SM-G930F","heroltexx","","43991316",1,"4880 Nysted, Denmark","Nysted","locality","Denmark","DK","Region Zealand","Guldborgsund Municipality","","4880"
3613359561,185773645,"samsung/zerofltexx/zeroflte:7.0/NRD90M/G920FXXS5EQL1:user/release-keys","2018-02-01 00:00:41","77.219.9.xxx",24578,7932,14,"Riga","Latvia","LV",56.9496,24.1040,"AS Balticom","Latvia","LV","UNKNOWN","??","UNKNOWN","57.00000","25.00000",33.9569,"NetCom GSM as","1","LV TELE2","247","2",15,15,"samsung","zeroflte","samsungexynos7420","NRD90M","samsung","SM-G920F","zerofltexx","","51257601",2,"Latvia","Latvia","country","Latvia","LV","","","",""
3613359563,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-02-01 00:00:41","37.223.33.xxx",49728,49521,3,"Barcelona","Spain","ES",41.3857,2.1699,"Vodafone ES","Spain","ES","Catalonia","CT","Barcelona","41.38880","2.15900",0.604975,"Vodafone Spain","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Barcelona, Barcelona, Spain","Barcelona","locality","Spain","ES","Catalonia","Barcelona","El Barcelonès, Barcelona","08011"
3613359565,178448972,"lge/mlv5_global_com/mlv5:7.0/NRD90U/1710123009ec3:user/release-keys","2018-02-01 00:00:41","37.47.148.xxx",23918,17537,17,"Poznan","Poland","PL",52.2400,16.9167,"Orange Polska S.A.","Poland","PL","Greater Poland Voivodeship","WP","Wilkonice","51.69051","17.07206",38.5809,"Orange mobile","1","Orange","260","3",15,15,"lge","mlv5","mlv5","NRD90U","LGE","LG-M250","mlv5_global_com","","42253071",1,"Gmina Miejska Górka, Poland","Gmina Miejska Górka","administrative_area_level_3","Poland","PL","Greater Poland Voivodeship","Rawicz County","Gmina Miejska Górka","63"
3613359566,187310407,"Xiaomi/sagit/sagit:7.1.1/NMF26X/V8.2.17.0.NCACNEC:user/release-keys","2018-02-01 00:00:41","101.139.181.xxx",112566,1025,78,"Taipei","Taiwan","TW",25.0333,121.5333,"Asia Pacific Telecom","Taiwan","TW","Taipei City","TPE","Taipei","25.04180","121.49660",2.37425,"Asia Pacific Telecom","1","中華電信","466","92",15,15,"Xiaomi","chiron","qcom","NMF26X-wesley_iui-17.12.22","Xiaomi","MIX 2","chiron","","228097769",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
3613359569,194298589,"xiaomi/mido/mido:7.0/NRD90M/V9.2.1.0.NCFMIEK:user/release-keys","2018-02-01 00:00:41","106.207.114.xxx",2172,9,92,"Patna","India","IN",25.6139,85.1354,"UshaNet Broadband","India","IN","Bihar","BR","Patna","25.60567","85.11373",1.46646,"BHARTI Airtel","1","AirTel","405","52",15,15,"xiaomi","mido","qcom","NRD90M","Xiaomi","Redmi Note 4","mido","","206426882",1,"Patna, Bihar 800001, India","Patna","locality","India","IN","Bihar","Patna","","800023"
3613359575,192217727,"vivo/1714/1714:7.0/NRD90M/1516362075:user/release-keys","2018-02-01 00:00:41","47.30.221.xxx",1001,244,33,"New Delhi","India","IN",28.6100,77.2300,"ACT Fibernet","India","IN","Delhi","DL","Delhi","28.66670","77.21670",4.00426,"Jio","1","Jio 4G","405","872",15,15,"vivo","1714","mt6755","NRD90M","vivo","vivo 1714","1714","","1207832",2,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110054"
3613359576,176472899,"samsung/ms013gxx/ms013g:4.4.2/KOT49H/G7102XWUBNK1:user/release-keys","2018-02-01 00:00:42","182.232.205.xxx",294,75,91,"Bangkok","Thailand","TH",13.7500,100.4833,"3BB","Thailand","TH","Bangkok","10","Bangkok","13.75400","100.50140",1.24746,"AIS Mobile","1","AIS","520","3",17,17,"samsung","ms013g","qcom","KOT49H","samsung","SM-G7102","ms013gxx","","21997452",2,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10200"
3613359577,145629280,"samsung/j7e3gxx/j7e3g:6.0.1/MMB29K/J700HXXU2BPL1:user/release-keys","2018-02-01 00:00:42","92.241.48.xxx",3052,1888,59,"Amman","Jordan","JO",31.9500,35.9333,"Umniah Mobile Company","Jordan","JO","Amman","AM","Amman","31.95000","35.93330",0,"Umniah Mobile Company PLC","1","Umniah","416","3",17,17,"samsung","j7e3g","samsungexynos7580","MMB29K","samsung","SM-J700H","j7e3gxx","","7033271",2,"Amman, Jordan","Amman","locality","Jordan","JO","Amman","","",""
3613359578,94343111,"Honor/Che1-L04/Che1:4.4.4/Che1-L04/C900B180:user/ota-rel-keys,release-keys","2018-02-01 00:00:42","42.111.129.xxx",10434,4084,25,"Chennai","India","IN",13.0827,80.2707,"Vodafone India","India","IN","Karnataka","KA","Bengaluru","13.01151","77.66079",175.936,"Vodafone India","1","Vodafone IN","404","86",17,17,"Honor","Che1","qcom","Che1-L04","HUAWEI","Che1-L04","Che1-L04","","20511658",1,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560043"
3613359582,57158279,"samsung/kltezn/klte:4.4.2/KOT49H/G9006VZNU1ANI4:user/release-keys","2018-02-01 00:00:42","112.224.69.xxx",133986,36017,38,"Jinan","China","CN",36.6667,116.9833,"JINAN Wo China company","China","CN","Shandong","SD","Yantai","37.53180","121.39201",250.453,"China Unicom Shandong","1","CHN-UNICOM","460","1",15,15,"samsung","klte","qcom","KOT49H","samsung","SM-G9006V","kltezn","","60846341",1,"Yantai, Shandong, China","Yantai","locality","China","CN","Shandong","","","264000"
3613359583,172368070,"samsung/j7y17ltextc/j7y17lte:7.0/NRD90M/J730GMDXU2AQK1:user/release-keys","2018-02-01 00:00:42","39.9.169.xxx",21710,8110,18,"Taipei","Taiwan","TW",25.0374,121.5635,"TAIFO Taiwan","Taiwan","TW","Keelung City","KEE","Keelung","25.13222","121.74430",13.0884,"Far EasTone Telecommunication Co.","1","Chunghwa Telecom","466","92",15,15,"samsung","j7y17lte","samsungexynos7870","NRD90M","samsung","SM-J730GM","j7y17ltextc","","30735126",1,"Keelung, Ren’ai District, Keelung City, Taiwan","Keelung","locality","Taiwan","TW","Taiwan Province","Keelung City","Ren’ai District","202"
3613359585,86557579,"samsung/zeroltexx/zerolte:7.0/NRD90M/G925FXXU5EQJA:user/release-keys","2018-02-01 00:00:42","5.169.235.xxx",15774,10938,19,"Brescia","Italy","IT",45.5417,10.2167,"Intred S.p.A.","Italy","IT","Lombardy","25","Darfo","45.89032","10.18593",24.16,"Telecom Italia Mobile","1","I TIM","222","1",15,15,"samsung","zerolte","samsungexynos7420","NRD90M","samsung","SM-G925F","zeroltexx","","128431363",1,"Boario Terme BS, Italy","Boario Terme","locality","Italy","IT","Lombardy","Province of Brescia","Darfo Boario Terme","25047"
3613359587,158391777,"HUAWEI/EVA-L19/HWEVA:7.0/HUAWEIEVA-L19/C636B394:user/release-keys","2018-02-01 00:00:42","123.136.106.xxx",4792,3231,34,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"NewMedia Express","Malaysia","MY","Johor","01","Taman Bukit Skudai","1.50875","103.63776",18.2857,"U Mobile Sdn Bhd","1","U MOBILE","502","18",15,15,"HUAWEI","HWEVA","hi3650","HUAWEIEVA-L19","HUAWEI","EVA-L19","EVA-L19","","210493443",1,"Skudai, Johor, Malaysia","Skudai","locality","Malaysia","MY","Johor","Johor Bahru","","81300"
3613359588,164800209,"samsung/on5xeltedx/on5xelte:7.0/NRD90M/G570YDXU1BQJ1:user/release-keys","2018-02-01 00:00:42","112.215.241.xxx",242,1620,66,"Surabaya","Indonesia","ID",-7.2667,112.7333,"D~NET","Indonesia","ID","East Java","JI","Surabaya","-7.24920","112.75080",1.70512,"PT Excelcomindo Pratama","1","INDOSATOOREDOO","510","1",17,17,"samsung","on5xelte","samsungexynos7570","NRD90M","samsung","SM-G570Y","on5xeltedx","","15895504",2,"Surabaya, Surabaya City, East Java, Indonesia","Surabaya","locality","Indonesia","ID","East Java","Surabaya City","","60273"
3613359592,168691542,"Xiaomi/santoni/santoni:7.1.2/N2G47H/V9.2.3.0.NAMMIEK:user/release-keys","2018-02-01 00:00:42","49.33.54.xxx",14975,6292,28,"Vile Parle","India","IN",19.1031,72.8467,"Utopia Networks","India","IN","Maharashtra","MH","Mumbai","19.07638","72.83542",1.98998,"Jio","1","Jio 4G","405","874",15,15,"Xiaomi","santoni","qcom","N2G47H","Xiaomi","Redmi 4","santoni","","130576",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400052"
