age,current club,current league,foot,height,name,nationality,position,season,assists, games,goals,minutes
29,SS Lazio,Serie A,left,183,Felipe Caicedo,Ecuador  Spain,CF,2013-14,1,21,2,982
30,SS Lazio,Serie A,left,186,Filip Djordjevic,Serbia,CF,2013-14,4,29,12,2457
25,SS Lazio,Serie A,right,190,Brayan Perea,Colombia,CF,2013-14,4,27,5,1296
20,ACF Fiorentina,Serie A,right,179,Rafik Zekhnini,Norway  Morocco,W,2013-14,,,,
20,ACF Fiorentina,Serie A,right,175,Federico Chiesa,Italy,W,2013-14,,,,
21,ACF Fiorentina,Serie A,left,183,Gil Dias,Portugal,W,2013-14,,,,
22,ACF Fiorentina,Serie A,right,179,Giovanni Simeone,Argentina  Spain,CF,2013-14,2,20,4,807
26,ACF Fiorentina,Serie A,left,186,Diego Falcinelli,Italy,CF,2013-14,2,35,4,2625
34,ACF Fiorentina,Serie A,right,189,Cyril ThÄ˜rÄ˜au,France,CF,2013-14,1,34,8,2497
22,Atalanta BC,Serie A,left,190,Andrea Petagna,Italy,CF,2013-14,3,19,6,1157
24,Atalanta BC,Serie A,left,193,Andreas Cornelius,Denmark,CF,2013-14,0,27,6,1681
22,Torino FC,Serie A,right,175,ÄÅlex Berenguer,Spain,W,2013-14,,,,
28,Torino FC,Serie A,left,174,Iago Falque,Spain,W,2013-14,4,33,6,2373
21,Torino FC,Serie A,left,174,Simone Edera,Italy,W,2013-14,,,,
24,Torino FC,Serie A,right,181,Andrea Belotti,Italy,CF,2013-14,4,25,10,1307
23,Torino FC,Serie A,right,184,M'Baye Niang,Senegal  France,CF,2013-14,3,31,5,1780
26,UC Sampdoria,Serie A,right,189,Duvé?é?n Zapata,Colombia,CF,2013-14,2,24,8,890
20,UC Sampdoria,Serie A,right,186,Dawid Kownacki,Poland,CF,2013-14,4,13,2,303
35,UC Sampdoria,Serie A,right,182,Fabio Quagliarella,Italy,CF,2013-14,2,23,4,722
27,US Sassuolo,Serie A,right,183,Antonino Ragusa,Italy,W,2013-14,6,42,10,3546
19,US Sassuolo,Serie A,right,176,Nicholas Pierini,Italy,W,2013-14,,,,
23,US Sassuolo,Serie A,left,183,Domenico Berardi,Italy,W,2013-14,6,33,17,2498
24,US Sassuolo,Serie A,left,171,Matteo Politano,Italy,W,2013-14,3,32,6,1840
24,US Sassuolo,Serie A,right,185,Khouma Babacar,Senegal,CF,2013-14,8,42,20,3348
33,US Sassuolo,Serie A,right,183,Alessandro Matri,Italy,CF,2013-14,1,39,6,2090
23,Udinese Calcio,Serie A,right,180,Rodrigo de Paul,Argentina  Italy,W,2013-14,4,35,4,2637
19,Udinese Calcio,Serie A,left,189,Svante Ingelsson,Sweden,W,2013-14,0,14,5,649
25,Udinese Calcio,Serie A,left,181,Kevin Lasagna,Italy,CF,2013-14,,,,
22,Udinese Calcio,Serie A,right,192,Stipe Perica,Croatia,CF,2013-14,1,28,6,1117
23,Udinese Calcio,Serie A,left,186,Rodrigo Aguirre,Uruguay,CF,2013-14,3,26,8,2301
33,Udinese Calcio,Serie A,right,185,Maxi LÄÅpez,Argentina  Italy,CF,2013-14,2,24,2,1250
23,Genoa CFC,Serie A,left,174,Iuri Medeiros,Portugal,W,2013-14,2,39,10,2777
28,Genoa CFC,Serie A,left,178,Gianluca Lapadula,Italy  Peru,CF,2013-14,3,31,13,2271
31,Genoa CFC,Serie A,left,173,Giuseppe Rossi,Italy  United States,CF,2013-14,5,24,17,1686
29,Genoa CFC,Serie A,right,190,Andrej Galabinov,Bulgaria,CF,2013-14,4,43,16,2989
16,Genoa CFC,Serie A,right,188,Eddy Salcedo,Italy  Colombia,CF,2013-14,,,,
25,Bologna FC 1909,Serie A,left,178,Ladislav KrejcÄß,Czech Republic,W,2013-14,6,26,8,2121
25,Bologna FC 1909,Serie A,both,174,Simone Verdi,Italy,W,2013-14,7,42,6,2584
21,Bologna FC 1909,Serie A,left,183,Riccardo Orsolini,Italy,W,2013-14,,,,
23,Bologna FC 1909,Serie A,right,171,Federico Di Francesco,Italy,W,2013-14,0,14,0,802
26,Bologna FC 1909,Serie A,right,182,Mattia Destro,Italy,CF,2013-14,2,24,15,1515
24,Bologna FC 1909,Serie A,left,196,Felipe Avenatti,Uruguay  Spain,CF,2013-14,3,25,2,832
36,Bologna FC 1909,Serie A,right,176,Rodrigo Palacio,Argentina  Spain,CF,2013-14,7,39,19,3270
29,Cagliari Calcio,Serie A,right,188,Leonardo Pavoletti,Italy,CF,2013-14,6,42,25,3392
30,Cagliari Calcio,Serie A,right,169,Marco Sau,Italy,CF,2013-14,2,31,6,2134
19,Cagliari Calcio,Serie A,both,178,Kwang-Song Han,"Korea, North",CF,2013-14,,,,
26,Cagliari Calcio,Serie A,right,181,NiccolÄç Giannetti,Italy,CF,2013-14,2,33,13,2697
20,Cagliari Calcio,Serie A,right,188,Damir Ceter,Colombia,CF,2013-14,,,,
32,Chievo Verona,Serie A,right,167,Emanuele Giaccherini,Italy,W,2013-14,4,32,5,1967
17,Chievo Verona,Serie A,right,175,Emanuel Vignato,Italy  Brazil,W,2013-14,,,,
26,Chievo Verona,Serie A,right,186,Roberto Inglese,Italy,CF,2013-14,2,22,2,654
22,Chievo Verona,Serie A,right,183,Mariusz Stepinski,Poland,CF,2013-14,3,22,6,1263
38,Chievo Verona,Serie A,right,175,Sergio Pellissier,Italy,CF,2013-14,0,23,1,844
28,SPAL 2013,Serie A,right,183,Alberto Paloschi,Italy,CF,2013-14,3,37,15,2658
20,SPAL 2013,Serie A,left,182,Federico Bonazzoli,Italy,CF,2013-14,0,25,13,1531
33,SPAL 2013,Serie A,right,180,Mirco Antenucci,Italy,CF,2013-14,2,41,19,3673
35,SPAL 2013,Serie A,left,186,Marco Borriello,Italy,CF,2013-14,1,12,1,589
36,SPAL 2013,Serie A,right,180,Sergio Floccari,Italy  San Marino,CF,2013-14,1,36,5,1738
20,Hellas Verona,Serie A,right,173,Seung-Woo Lee,"Korea, South",W,2013-14,,,,
22,Hellas Verona,Serie A,left,177,Rolando Aarons,England  Jamaica,W,2013-14,1,13,3,913
21,Hellas Verona,Serie A,left,168,Daniele Verde,Italy,W,2013-14,0,15,2,408
30,Hellas Verona,Serie A,left,180,Alessio Cerci,Italy,W,2013-14,11,38,13,3042
21,Hellas Verona,Serie A,right,180,Enrico Bearzotti,Italy,W,2013-14,0,3,0,177
18,Hellas Verona,Serie A,right,183,Moise Kean,Italy  Cote d'Ivoire,CF,2013-14,,,,
23,Hellas Verona,Serie A,right,193,Bruno Petkovic,Croatia,CF,2013-14,0,12,3,899
27,Benevento Calcio,Serie A,right,173,Marco D'Alessandro,Italy,W,2013-14,5,44,3,3213
26,Benevento Calcio,Serie A,left,174,Guilherme,Brazil,W,2013-14,0,2,0,164
21,Benevento Calcio,Serie A,right,180,Vittorio Parigini,Italy,W,2013-14,1,14,0,589
22,Benevento Calcio,Serie A,right,180,Cristiano Lombardi,Italy,W,2013-14,2,29,14,2374
26,Benevento Calcio,Serie A,right,180,Pietro Iemmello,Italy,CF,2013-14,2,18,2,840
29,Benevento Calcio,Serie A,right,184,Massimo Coda,Italy,CF,2013-14,6,36,18,3106
29,Benevento Calcio,Serie A,right,194,Cheick DiabatÄ˜,Mali,CF,2013-14,1,28,12,1903
27,FC Crotone,Serie A,both,178,Adrian Stoian,Romania,W,2013-14,2,15,0,521
23,FC Crotone,Serie A,left,175,Federico Ricci,Italy,W,2013-14,0,13,4,790
27,FC Crotone,Serie A,right,180,Andrea Nalini,Italy,W,2013-14,0,1,0,76
18,FC Crotone,Serie A,left,170,Moussa Diaby,France,W,2013-14,,,,
25,FC Crotone,Serie A,left,188,Marcello Trotta,Italy,CF,2013-14,3,41,14,2547
26,FC Crotone,Serie A,left,190,Ante Budimir,Croatia,CF,2013-14,5,27,14,1848
19,FC Crotone,Serie A,left,180,Marco Tumminello,Italy,CF,2013-14,,,,
25,FC Crotone,Serie A,right,198,Simy,Nigeria,CF,2013-14,0,21,0,813
20,RSC Anderlecht,Jupiler Pro League,both,175,Henry Onyekuru,Nigeria,W,2013-14,,,,
18,RSC Anderlecht,Jupiler Pro League,both,170,Francis Amuzu,Belgium  Ghana,W,2013-14,,,,
24,RSC Anderlecht,Jupiler Pro League,right,175,Lazar Markovic,Serbia,W,2013-14,5,49,7,2863
28,RSC Anderlecht,Jupiler Pro League,right,176,Alexandru Chipciu,Romania,W,2013-14,6,29,7,2106
24,RSC Anderlecht,Jupiler Pro League,right,178,Massimo Bruno,Belgium  Italy,W,2013-14,9,42,16,3000
26,RSC Anderlecht,Jupiler Pro League,right,185,Lukasz Teodorczyk,Poland,CF,2013-14,9,38,24,2829
21,RSC Anderlecht,Jupiler Pro League,both,191,Silvere Ganvoula,Congo,CF,2013-14,0,3,1,268
31,Club Brugge KV,Jupiler Pro League,both,175,Lior Refaelov,Israel  Belgium,W,2013-14,14,37,5,2202
20,Club Brugge KV,Jupiler Pro League,right,178,Thibault Vlietinck,Belgium,W,2013-14,,,,
20,Club Brugge KV,Jupiler Pro League,right,174,Emmanuel Dennis,Nigeria,CF,2013-14,,,,
21,Club Brugge KV,Jupiler Pro League,right,191,Wesley,Brazil,CF,2013-14,,,,
26,Club Brugge KV,Jupiler Pro League,left,173,Abdoulay Diaby,Mali  France,CF,2013-14,2,20,4,1157
28,Club Brugge KV,Jupiler Pro League,right,180,Jelle Vossen,Belgium,CF,2013-14,9,53,19,4515
19,Club Brugge KV,Jupiler Pro League,right,173,KrÄ˜pin Diatta,Senegal,CF,2013-14,,,,
23,KRC Genk,Jupiler Pro League,right,172,Leandro Trossard,Belgium,W,2013-14,0,20,4,1353
20,KRC Genk,Jupiler Pro League,,,Holly Tshimanga,Belgium  DR Congo,W,2013-14,,,,
26,KRC Genk,Jupiler Pro League,right,170,Dieumerci Ndongala,DR Congo  Belgium,W,2013-14,4,7,1,285
18,KRC Genk,Jupiler Pro League,left,174,Edon Zhegrova,Kosovo  Albania,W,2013-14,,,,
19,KRC Genk,Jupiler Pro League,right,175,Dante Vanzeir,Belgium,W,2013-14,,,,
37,KRC Genk,Jupiler Pro League,both,175,Thomas Buffel,Belgium,W,2013-14,9,46,7,3567
22,KRC Genk,Jupiler Pro League,left,187,Marcus Ingvartsen,Denmark,CF,2013-14,0,5,1,247
25,KRC Genk,Jupiler Pro League,both,180,Mbwana Samatta,Tanzania,CF,2013-14,2,10,3,811
22,KAA Gent,Jupiler Pro League,both,168,Moses Simon,Nigeria,W,2013-14,3,14,7,1137
19,KAA Gent II,Jupiler Pro League,right,175,Aboubakary Koita,Belgium  Senegal,W,2013-14,,,,
20,KAA Gent,Jupiler Pro League,right,176,Samuel Kalu,Nigeria,W,2013-14,,,,
24,KAA Gent,Jupiler Pro League,right,178,Yuya Kubo,Japan,CF,2013-14,5,38,9,1344
23,KAA Gent,Jupiler Pro League,right,184,Mamadou Sylla,Senegal  Spain,CF,2013-14,0,33,6,2327
22,KAA Gent,Jupiler Pro League,right,191,Roman Yaremchuk,Ukraine,CF,2013-14,1,19,3,909
25,KAA Gent,Jupiler Pro League,right,192,Rangelo Janga,Curacao  Netherlands,CF,2013-14,0,17,1,588
23,Standard LiÄóge,Jupiler Pro League,right,180,EdmÄßlson Junior,Brazil  Belgium,W,2013-14,1,21,1,814
25,Standard LiÄóge,Jupiler Pro League,right,174,Paul-JosÄ˜ Mpoku,DR Congo  Belgium,W,2013-14,9,49,12,3442
19,Standard LiÄóge,Jupiler Pro League,,,Moussa Djenepo,Mali,W,2013-14,,,,
28,Standard LiÄóge,Jupiler Pro League,left,179,Mehdi Carcela-GonzÄlez,Morocco  Belgium,W,2013-14,3,33,3,1954
28,Standard LiÄóge,Jupiler Pro League,right,186,Duje Cop,Croatia,CF,2013-14,8,50,32,3610
26,Standard LiÄóge,Jupiler Pro League,right,186,Renaud Emond,Belgium,CF,2013-14,0,16,3,533
19,KV Mechelen,Jupiler Pro League,right,178,Hassane BandÄ˜,Burkina Faso,W,2013-14,,,,
32,KV Mechelen,Jupiler Pro League,left,185,ClÄ˜ment Tainmont,France,W,2013-14,2,27,5,2118
21,KV Mechelen,Jupiler Pro League,left,174,Andy Kawaya,Belgium  DR Congo,W,2013-14,1,11,4,925
18,KV Mechelen,Jupiler Pro League,,,Abou Ouattara,Burkina Faso,W,2013-14,,,,
29,KV Mechelen,Jupiler Pro League,right,188,Fatos Beqiraj,Montenegro  Kosovo,CF,2013-14,8,48,13,2953
31,KV Mechelen,Jupiler Pro League,left,187,Nicolas Verdier,France,CF,2013-14,0,35,10,2376
30,KV Mechelen,Jupiler Pro League,right,188,Nicklas Pedersen,Denmark,CF,2013-14,3,32,6,1851
27,KV Oostende,Jupiler Pro League,both,177,Knowledge Musona,Zimbabwe,W,2013-14,2,29,15,2109
26,KV Oostende,Jupiler Pro League,left,177,Ibrahima ContÄ˜,Guinea  Belgium,W,2013-14,8,53,3,3856
24,KV Oostende,Jupiler Pro League,right,178,Nicolas Rajsel,Slovenia  France,W,2013-14,0,12,1,705
21,KV Oostende,Jupiler Pro League,right,187,Richairo Zivkovic,Netherlands  Serbia,CF,2013-14,0,43,14,2344
24,KV Oostende,Jupiler Pro League,right,198,Zinho Gano,Belgium  Guinea-Bissau,CF,2013-14,0,19,7,1452
31,KV Oostende,Jupiler Pro League,right,184,Joseph Akpala,Nigeria  Belgium,CF,2013-14,0,14,6,1002
22,SV Zulte Waregem,Jupiler Pro League,left,177,Theo Bongonda,Belgium,W,2013-14,3,24,2,1224
28,SV Zulte Waregem,Jupiler Pro League,right,180,Nill De Pauw,Belgium  DR Congo,W,2013-14,9,46,8,3394
31,SV Zulte Waregem,Jupiler Pro League,both,169,Alessandro Cordaro,Belgium  Italy,W,2013-14,11,35,2,2973
20,SV Zulte Waregem,Jupiler Pro League,right,182,Aaron Leya Iseka,Belgium  DR Congo,CF,2013-14,0,12,8,1019
22,SV Zulte Waregem,Jupiler Pro League,both,188,Peter Olayinka,Nigeria,CF,2013-14,,,,
20,SV Zulte Waregem,Jupiler Pro League,right,192,Ivan Saponjic,Serbia,CF,2013-14,0,1,0,13
33,SV Zulte Waregem,Jupiler Pro League,right,186,Hamdi Harbaoui,Tunisia  Belgium,CF,2013-14,1,43,24,3130
22,Royal Antwerp FC,Jupiler Pro League,right,180,Ivo Rodrigues,Portugal,W,2013-14,3,38,2,1914
31,Royal Antwerp FC,Jupiler Pro League,right,176,Jonathan Pitroipa,Burkina Faso,W,2013-14,4,26,0,1668
23,Royal Antwerp FC,Jupiler Pro League,right,178,Romain Habran,France,W,2013-14,,,,
26,Royal Antwerp FC,Jupiler Pro League,,169,Stallone Limbombe,Belgium  DR Congo,W,2013-14,0,1,0,90
22,Royal Antwerp FC,Jupiler Pro League,right,196,Obbi Oulare,Belgium  Guinea,CF,2013-14,,,,
19,Royal Antwerp FC,Jupiler Pro League,left,183,JoaquÄßn Ardaiz,Uruguay,CF,2013-14,,,,
28,Royal Antwerp FC,Jupiler Pro League,right,188,William Owusu Acheampong,Ghana  Portugal,CF,2013-14,,,,
32,Royal Antwerp FC,Jupiler Pro League,right,183,BjÄìrn Vleminckx,Belgium,CF,2013-14,0,22,4,1583
24,Royal Antwerp FC,Jupiler Pro League,right,183,Kafoumba TourÄ˜,Mali  Cote d'Ivoire,CF,2013-14,,,,
22,Royal Antwerp FC,Jupiler Pro League,right,182,Roberto NÄ¶Ä§ez,Spain,CF,2013-14,0,6,3,341
29,RSC Charleroi,Jupiler Pro League,right,183,Amara Baby,Senegal  France,W,2013-14,2,25,6,1734
26,RSC Charleroi,Jupiler Pro League,right,184,Mamadou Fall,Senegal,W,2013-14,0,28,5,2060
29,RSC Charleroi,Jupiler Pro League,right,177,Romain Grange,France,W,2013-14,1,13,0,586
31,RSC Charleroi,Jupiler Pro League,right,175,Jordan Remacle,Belgium,W,2013-14,8,20,4,1316
25,RSC Charleroi,Jupiler Pro League,right,185,Kaveh Rezaei,Iran,CF,2013-14,2,25,6,2119
22,RSC Charleroi,Jupiler Pro League,,190,Chris Bedia,Cote d'Ivoire  France,CF,2013-14,,,,
29,RSC Charleroi,Jupiler Pro League,left,188,David Pollet,Belgium  France,CF,2013-14,3,35,13,2167
25,Sint-Truidense VV,Jupiler Pro League,right,173,Igor Vetokele,Angola  Belgium,W,2013-14,2,35,15,2580
25,Sint-Truidense VV,Jupiler Pro League,left,173,Cristian Ceballos,Spain,W,2013-14,3,24,2,1635
22,Sint-Truidense VV,Jupiler Pro League,right,182,Elton Acolatse,Netherlands  Ghana,W,2013-14,2,23,2,1662
30,Sint-Truidense VV,Jupiler Pro League,right,179,Jonathan Legear,Belgium,W,2013-14,1,9,0,523
24,Sint-Truidense VV,Jupiler Pro League,right,184,Jordan Botaka,DR Congo  Netherlands,W,2013-14,4,43,10,3306
24,Sint-Truidense VV,Jupiler Pro League,,181,Yohan Boli,Cote d'Ivoire  France,CF,2013-14,0,18,2,783
22,Sint-Truidense VV,Jupiler Pro League,right,186,Chuba Akpom,England  Nigeria,CF,2013-14,4,29,11,2032
23,Sint-Truidense VV,Jupiler Pro League,right,190,Babacar Gueye,Senegal,CF,2013-14,,,,
21,Sint-Truidense VV,Jupiler Pro League,,,Kurt Abrahams,South Africa,CF,2013-14,,,,
22,Waasland-Beveren,Jupiler Pro League,,175,Nana Opoku Ampomah,Ghana,W,2013-14,,,,
22,Waasland-Beveren,Jupiler Pro League,both,186,Aleksandar Boljevic,Montenegro,W,2013-14,1,27,5,1992
22,Waasland-Beveren,Jupiler Pro League,both,171,Tuur Dierckx,Belgium,W,2013-14,0,7,0,90
23,Waasland-Beveren,Jupiler Pro League,right,180,Floriano Vanzo,Belgium  Italy,W,2013-14,1,5,0,322
23,Waasland-Beveren,Jupiler Pro League,,178,Olivier Myny,Belgium,W,2013-14,,,,
25,Waasland-Beveren,Jupiler Pro League,right,189,Isaac Thelin,Sweden  DR Congo,CF,2013-14,3,28,8,1854
20,Waasland-Beveren,Jupiler Pro League,,183,Ryan Mmaee,Belgium  Morocco,CF,2013-14,,,,
22,Waasland-Beveren,Jupiler Pro League,,188,Cherif Ndiaye,Senegal,CF,2013-14,,,,
31,KSC Lokeren,Jupiler Pro League,right,178,Steve De Ridder,Belgium,W,2013-14,6,36,12,2977
20,KSC Lokeren,Jupiler Pro League,,,Bob Straetman,Belgium,W,2013-14,,,,
21,KSC Lokeren,Jupiler Pro League,,178,Mohamed Ofkir,Norway,W,2013-14,,,,
25,KSC Lokeren,Jupiler Pro League,right,176,Guus Hupperts,Netherlands,W,2013-14,6,38,13,2961
30,KSC Lokeren,Jupiler Pro League,right,193,Marko Miric,Serbia,W,2013-14,3,24,5,1445
19,KSC Lokeren,Jupiler Pro League,right,175,Yusuf Lawal,Nigeria,W,2013-14,,,,
32,KSC Lokeren,Jupiler Pro League,right,192,Tom De Sutter,Belgium,CF,2013-14,4,37,13,2623
28,KSC Lokeren,Jupiler Pro League,right,180,Jean Alassane Mendy,Norway,CF,2013-14,4,32,20,2444
25,KSC Lokeren,Jupiler Pro League,right,189,Lewis Enoh,Cameroon  Portugal,CF,2013-14,0,16,0,616
29,KV Kortrijk,Jupiler Pro League,right,176,Idir Ouali,Algeria  France,W,2013-14,7,32,3,2657
30,KV Kortrijk,Jupiler Pro League,right,178,Teddy Chevalier,France,CF,2013-14,5,26,7,1394
33,KV Kortrijk,Jupiler Pro League,right,184,JÄ˜rÄ˜my Perbet,France,CF,2013-14,3,30,11,1585
29,KV Kortrijk,Jupiler Pro League,right,195,Athanasios Papazoglou,Greece,CF,2013-14,6,38,11,3226
21,Royal Excel Mouscron,Jupiler Pro League,right,176,Fabrice Olinga,Cameroon,W,2013-14,0,15,0,784
22,Royal Excel Mouscron,Jupiler Pro League,left,180,Dorin Rotariu,Romania,W,2013-14,6,35,9,2131
23,Royal Excel Mouscron,Jupiler Pro League,right,188,Jonathan Bolingi,DR Congo,CF,2013-14,0,3,2,147
20,Royal Excel Mouscron,Jupiler Pro League,right,178,Taiwo Awoniyi,Nigeria,CF,2013-14,2,2,1,180
24,Royal Excel Mouscron,Jupiler Pro League,left,189,Mario Jelavic,Croatia,CF,2013-14,,,,
23,Royal Excel Mouscron,Jupiler Pro League,right,180,Yanis Mbombo,Belgium  DR Congo,CF,2013-14,0,3,1,112
20,Royal Excel Mouscron,Jupiler Pro League,left,188,ClÄ˜ment Petit,Belgium,CF,2013-14,,,,
20,KAS Eupen,Jupiler Pro League,left,173,Eric Ocansey,Ghana,W,2013-14,,,,
28,KAS Eupen,Jupiler Pro League,right,179,Florian Raspentino,France,CF,2013-14,3,24,6,1420
35,KAS Eupen,Jupiler Pro League,right,183,Mbaye Leye,Senegal,CF,2013-14,1,14,1,911
26,KAS Eupen,Jupiler Pro League,right,176,Mamadou KonÄ˜,Cote d'Ivoire,CF,2013-14,0,41,22,2950
27,KAS Eupen,Jupiler Pro League,right,183,Moussa Diallo,Belgium  Senegal,CF,2013-14,,,,
22,KAS Eupen,Jupiler Pro League,,172,Damien Mouchamps,Belgium,CF,2013-14,,,,
28,FC Porto,Liga NOS,right,175,Yacine Brahimi,Algeria  France,W,2013-14,3,36,3,2858
25,FC Porto,Liga NOS,both,173,JesÄ¶s Corona,Mexico,W,2013-14,0,19,2,581
26,FC Porto,Liga NOS,left,180,HernÄ´ni,Portugal  Cape Verde,W,2013-14,0,4,0,49
26,FC Porto,Liga NOS,right,184,Vincent Aboubakar,Cameroon,CF,2013-14,8,36,16,2952
27,FC Porto,Liga NOS,right,187,Tiquinho Soares,Brazil,CF,2013-14,,,,
23,FC Porto,Liga NOS,right,184,GonÄ‰alo PaciÄ•ncia,Portugal,CF,2013-14,0,19,5,1633
22,Sporting CP,Liga NOS,right,173,Gelson Martins,Portugal  Cape Verde,W,2013-14,,,,
22,Sporting CP,Liga NOS,right,165,Daniel Podence,Portugal,W,2013-14,0,4,0,129
28,Sporting CP,Liga NOS,right,196,Bas Dost,Netherlands,CF,2013-14,1,15,5,723
30,Sporting CP,Liga NOS,both,179,Seydou Doumbia,Cote d'Ivoire,CF,2013-14,9,27,20,2023
23,SL Benfica,Liga NOS,left,166,Franco Cervi,Argentina  Italy,W,2013-14,0,0,0,0
21,SL Benfica,Liga NOS,right,178,Diogo GonÄ‰alves,Portugal,W,2013-14,,,,
27,SL Benfica,Liga NOS,right,173,Eduardo Salvio,Argentina,W,2013-14,4,22,2,1117
24,SL Benfica,Liga NOS,right,171,Rafa Silva,Portugal,W,2013-14,3,32,8,2318
21,SL Benfica,Liga NOS,left,169,Andrija Zivkovic,Serbia,W,2013-14,1,25,5,1655
26,SL Benfica,Liga NOS,right,190,Raé?è?l Jimé?èÌnez,Mexico,CF,2013-14,1,20,11,1675
33,SL Benfica,Liga NOS,right,182,Jonas,Brazil  Italy,CF,2013-14,1,40,11,2583
26,SL Benfica,Liga NOS,left,185,Haris Seferovic,Switzerland  Bosnia-Herzegovina,CF,2013-14,2,40,4,1859
25,SC Braga,Liga NOS,right,191,Ahmed Hassan,Egypt,CF,2013-14,2,36,6,2470
28,SC Braga,Liga NOS,right,190,Dyego Sousa,Brazil,CF,2013-14,1,30,7,2448
21,VitÄÅria GuimarÄ?es SC,Liga NOS,left,176,Raphinha,Brazil  Italy,W,2013-14,,,,
29,VitÄÅria GuimarÄ?es SC,Liga NOS,right,174,HÄ˜ldon,Cape Verde  South Africa,W,2013-14,5,31,11,2215
24,VitÄÅria GuimarÄ?es SC,Liga NOS,both,183,FÄbio Sturgeon,Portugal  England,W,2013-14,1,17,0,689
20,VitÄÅria GuimarÄ?es SC,Liga NOS,left,179,HÄ˜lder Ferreira,Portugal,W,2013-14,,,,
25,Vité?è?ria Guimaré?èÅes SC,Liga NOS,left,180,Welthon,Brazil,CF,2013-14,1,9,2,580
25,VitÄÅria GuimarÄ?es SC,Liga NOS,right,185,Junior Tallo,Cote d'Ivoire,CF,2013-14,1,23,7,1620
24,VitÄÅria GuimarÄ?es SC,Liga NOS,,185,SebastiÄn RincÄÅn,Colombia,CF,2013-14,,,,
21,VitÄÅria GuimarÄ?es SC,Liga NOS,left,182,Ä?scar EstupiÄ§Än,Colombia,CF,2013-14,,,,
28,VitÄÅria GuimarÄ?es SC,Liga NOS,right,177,Rafael Martins,Brazil,CF,2013-14,1,32,15,2510
30,Rio Ave FC,Liga NOS,right,184,HÄ˜lder Guedes,Portugal,CF,2013-14,0,48,8,2227
26,CS MarÄßtimo,Liga NOS,right,181,Ricardo Valente,Portugal,W,2013-14,1,35,1,1881
29,CS MarÄßtimo,Liga NOS,both,180,Gevorg Ghazaryan,Armenia,W,2013-14,1,21,1,1259
28,CS MarÄßtimo,Liga NOS,left,179,Ibson,Brazil,W,2013-14,,,,
30,CS MarÄßtimo,Liga NOS,right,177,Edgar Costa,Portugal,W,2013-14,0,19,6,1020
26,CS MarÄßtimo,Liga NOS,left,185,Rodrigo Pinho,Brazil  Germany,CF,2013-14,,,,
24,CS MarÄßtimo,Liga NOS,left,178,Joel Tagueu,Cameroon  Brazil,CF,2013-14,1,20,8,1584
24,CS MarÄßtimo,Liga NOS,right,186,Everton,Brazil,CF,2013-14,,,,
26,GD Estoril Praia,Liga NOS,right,183,AndrÄ˜ Claro,Portugal,W,2013-14,0,28,3,1477
22,GD Estoril Praia,Liga NOS,left,179,Matheus Äçndio,Brazil,W,2013-14,,,,
23,GD Estoril Praia,Liga NOS,,181,Jorman Aguilar,Panama,W,2013-14,0,2,0,74
22,GD Estoril Praia,Liga NOS,left,182,Allano Lima,Brazil,W,2013-14,,,,
21,GD Estoril Praia,Liga NOS,left,174,Ewandro Costa,Brazil,W,2013-14,0,5,0,105
22,GD Estoril Praia,Liga NOS,right,177,Victor Andrade,Brazil,W,2013-14,0,2,0,91
27,GD Estoril Praia,Liga NOS,right,188,KlÄ˜ber,Brazil,CF,2013-14,0,15,3,1232
21,GD Estoril Praia,Liga NOS,right,182,Bruno Gomes,Brazil,CF,2013-14,0,0,0,0
22,GD Chaves,Liga NOS,right,171,Jorginho,Portugal  Guinea-Bissau,W,2013-14,0,1,0,12
27,GD Chaves,Liga NOS,right,177,Davidson,Brazil,W,2013-14,,,,
21,GD Chaves,Liga NOS,left,175,Matheus Pereira,Brazil  Portugal,W,2013-14,1,4,0,89
26,GD Chaves,Liga NOS,right,185,PerdigÄ?o,Brazil,W,2013-14,0,1,0,120
26,GD Chaves,Liga NOS,right,182,William,Brazil,CF,2013-14,7,34,8,2851
27,GD Chaves,Liga NOS,right,178,Platiny,Brazil,CF,2013-14,0,17,1,718
23,Portimonense SC,Liga NOS,right,164,Shoya Nakajima,Japan,W,2013-14,2,35,2,2779
23,Portimonense SC,Liga NOS,right,177,Wilson ManafÄ,Portugal  Guinea-Bissau,W,2013-14,0,13,1,395
25,Portimonense SC,Liga NOS,both,182,Wellington Carvalho,Brazil,W,2013-14,,,,
20,Portimonense SC,Liga NOS,left,178,Tabata,Brazil,W,2013-14,,,,
27,Portimonense SC,Liga NOS,right,183,FabrÄßcio,Brazil,CF,2013-14,0,24,4,1407
22,Portimonense SC,Liga NOS,right,179,Rui Costa,Portugal,CF,2013-14,,,,
36,Portimonense SC,Liga NOS,right,179,Pires,Portugal,CF,2013-14,0,45,26,3388
31,VitÄÅria SetÄ¶bal FC,Liga NOS,right,171,Yannick DjalÄÅ,Portugal  Guinea-Bissau,W,2013-14,1,18,3,1134
22,VitÄÅria SetÄ¶bal FC,Liga NOS,left,188,AndrÄ˜ Pereira,Portugal,CF,2013-14,,,,
35,VitÄÅria SetÄ¶bal FC,Liga NOS,right,182,Edinho,Portugal  Guinea-Bissau,CF,2013-14,2,29,13,1957
23,VitÄÅria SetÄ¶bal FC,Liga NOS,right,,Allef,Brazil,CF,2013-14,,,,
